300	1598	8040
301	1584	7295
302	1600	7107
303	1604	7220
304	1551	7001
305	1575	7297
306	1587	7376
307	1571	7247
308	1575	6881
309	1566	7279
310	1566	7475
311	1571	7454
312	1565	6819
313	1570	7514
314	1565	6887
315	1565	6732
316	1533	7485
317	1560	7337
318	1559	7058
319	1564	6783
320	1542	7114
321	1545	7001
322	1543	7542
323	1539	7903
324	1540	7375
325	1531	7050
326	1546	6787
327	1543	7107
328	1543	7172
329	1530	6953
330	1535	6828
331	1538	7313
332	1534	7493
333	1524	7265
334	1526	7283
335	1506	7403
336	1513	7364
337	1524	6699
338	1504	7600
339	1515	7398
340	1503	6949
341	1515	7297
342	1506	7669
343	1507	7351
344	1503	6431
345	1491	6581
346	1497	7053
347	1481	6675
348	1500	6882
349	1501	7115
350	1496	7560
351	1479	7487
352	1484	6672
353	1469	6998
354	1477	8264
355	1483	7040
356	1482	7183
357	1489	6616
358	1473	6431
359	1482	7426
360	1464	7185
361	1470	8327
362	1457	7081
363	1449	7347
364	1457	6954
365	1454	7553
366	1450	7111
367	1444	7204
368	1457	6899
369	1469	6796
370	1455	6875
371	1454	7923
372	1449	6552
373	1450	6976
374	1423	6675
375	1443	6907
376	1420	6776
377	1431	6852
378	1417	6761
379	1447	6119
380	1441	7302
381	1434	6844
382	1427	6769
383	1426	6840
384	1425	6775
385	1427	7052
386	1431	6972
387	1429	6693
388	1415	7063
389	1414	7738
390	1405	6944
391	1395	6733
392	1422	6617
393	1412	6737
394	1413	6778
395	1385	6519
396	1398	7087
397	1411	6548
398	1371	6518
399	1378	6748
400	1385	7480
401	1397	6761
402	1375	6576
403	1380	6391
404	1394	7241
405	1377	6551
406	1368	7197
407	1376	7592
408	1381	6756
409	1369	7569
410	1364	7032
411	1372	6535
412	1360	7550
413	1365	6980
414	1368	6866
415	1342	5999
416	1345	6402
417	1354	6776
418	1333	6981
419	1360	6438
420	1345	6206
421	1345	7298
422	1333	7247
423	1333	6177
424	1346	7300
425	1357	6681
426	1331	6545
427	1353	6939
428	1351	7792
429	1320	6314
430	1333	6613
431	1344	6546
432	1322	6325
433	1328	6788
434	1322	6945
435	1314	7280
436	1325	7682
437	1329	7267
438	1325	6349
439	1314	6778
440	1291	6306
441	1303	6683
442	1285	6427
443	1324	6713
444	1277	6556
445	1290	6467
446	1300	7096
447	1303	6466
448	1311	6541
449	1284	6519
450	1310	6308
451	1275	5967
452	1285	6929
453	1301	7290
454	1265	6429
455	1286	6402
456	1273	6578
457	1273	6028
458	1268	6964
459	1265	7023
460	1282	6283
461	1277	6433
462	1284	6923
463	1254	5965
464	1261	6613
465	1254	6251
466	1272	7059
467	1255	6558
468	1239	6335
469	1253	7301
470	1259	6434
471	1248	7006
472	1228	6458
473	1233	6464
474	1262	6291
475	1241	6714
476	1216	5960
477	1241	6841
478	1249	6435
479	1227	6886
480	1233	6160
481	1237	6567
482	1237	6556
483	1232	6642
484	1235	6601
485	1224	7178
486	1212	6361
487	1214	6821
488	1193	6378
489	1224	6480
490	1198	6490
491	1203	6738
492	1206	6679
493	1215	6471
494	1210	6285
495	1194	6317
496	1203	6195
497	1201	6288
498	1200	6736
499	1211	6436
500	1217	6406
501	1194	6602
502	1207	6497
503	1160	6668
504	1159	6093
505	1184	6430
506	1176	6656
507	1173	6592
508	1179	6084
509	1189	6788
510	1192	6263
511	1176	6159
512	1169	6159
513	1163	5908
514	1178	6583
515	1163	6215
516	1157	6401
517	1162	6601
518	1173	6415
519	1150	6220
520	1152	5844
521	1144	6342
522	1140	6530
523	1157	6495
524	1133	6018
525	1148	6397
526	1121	6369
527	1142	6042
528	1153	6392
529	1132	6478
530	1146	6472
531	1142	6016
532	1143	6145
533	1125	6480
534	1115	6428
535	1115	6298
536	1130	5912
537	1129	6270
538	1107	6428
539	1116	5685
540	1127	6154
541	1113	6037
542	1112	6843
543	1116	6410
544	1100	5794
545	1090	6873
546	1102	5945
547	1095	6313
548	1116	6404
549	1082	5842
550	1101	6566
551	1081	6272
552	1101	6428
553	1076	6905
554	1078	6582
555	1095	5926
556	1079	6546
557	1080	6260
558	1084	5977
559	1073	5983
560	1083	6423
561	1087	6223
562	1073	6376
563	1059	6150
564	1056	6384
565	1062	6227
566	1074	5926
567	1067	6777
568	1034	5752
569	1048	6032
570	1058	6892
571	1053	6172
572	1042	5805
573	1056	6116
574	1053	5863
575	1054	6119
576	1037	6208
577	1033	6153
578	1041	5927
579	1020	5719
580	1024	6295
581	1024	6253
582	1046	6478
583	1022	5753
584	1030	5739
585	1010	5894
586	1006	6322
587	1020	6035
588	1022	6116
589	1011	6071
590	997	5670
591	1018	6063
592	1011	5750
593	1015	6012
594	1021	6086
595	1023	6076
596	1004	6112
597	1002	5991
598	982	6165
599	988	5970
600	1010	6066
601	996	6005
602	996	6672
603	1007	6242
604	990	6377
605	996	6020
606	975	6108
607	989	5816
608	983	6151
609	973	6022
610	957	5877
611	975	5653
612	975	5728
613	980	6215
614	975	5880
615	960	5862
616	935	5518
617	974	6171
618	958	6258
619	960	5947
620	967	6099
621	934	5813
622	969	6501
623	943	5881
624	950	6106
625	947	6027
626	936	5917
627	941	6457
628	910	6068
629	946	5925
630	928	5688
631	951	5851
632	944	6215
633	903	5771
634	924	5712
635	928	6218
636	925	6099
637	915	5975
638	910	5586
639	915	5700
640	919	5754
641	910	5585
642	930	5888
643	920	5989
644	898	5755
645	893	5624
646	923	5777
647	890	5709
648	894	6067
649	919	6038
650	892	5789
651	890	6153
652	910	5811
653	905	5852
654	901	5555
655	898	5896
656	873	6088
657	893	5796
658	892	5888
659	880	5746
660	899	5638
661	888	5748
662	887	5541
663	877	5774
664	886	5750
665	859	5752
666	869	5590
667	860	5864
668	871	5721
669	875	6127
670	862	5811
671	878	6102
672	865	5670
673	853	5482
674	853	5944
675	860	5829
676	861	5595
677	860	5773
678	834	5903
679	835	6171
680	848	5974
681	839	5750
682	847	5749
683	832	5602
684	833	5515
685	834	5727
686	830	5764
687	837	5668
688	807	5702
689	803	5679
690	817	5714
691	800	5682
692	835	5923
693	797	5444
694	802	5506
695	800	5725
696	811	5518
697	795	5584
698	809	5936
699	793	5441
700	775	5519
701	811	5712
702	801	5681
703	802	5548
704	801	5802
705	800	5994
706	765	5480
707	783	5630
708	777	5850
709	771	5831
710	774	5600
711	778	5727
712	778	5895
713	779	5673
714	753	5495
715	780	5428
716	769	5825
717	764	5541
718	747	5585
719	760	5589
720	746	5498
721	762	5616
722	753	5739
723	753	5845
724	749	5605
725	753	5840
726	733	5680
727	738	5508
728	746	5469
729	740	5542
730	733	5720
731	725	5697
732	747	5570
733	748	5884
734	747	5679
735	722	5568
736	736	5562
737	718	5506
738	734	5476
739	718	5435
740	719	5609
741	701	5479
742	721	5477
743	729	5365
744	721	5610
745	727	5586
746	691	5442
